"corpus","hin_news_2019"
"शोधार्थी",7
"डॉमिनिक",7
"शोभित",7
"शोर-शराबा",7
"अबक़ीक़",7
"अफ्ऱीकी",7
"डोबरियाल",7
"डोमिंगो",7
"श्रीनेत",7
"श्रीपाद",7
"ड्युटी",7
"षाडंगी",7
"ड्रेक",7
"कंसल्टेशन",7
"संख्याओं",7
"captur",7
"ढंका",7
"संगाकारा",7
"संगीतमय",7
"संघर्षपूर्ण",7
"संजीत",7
"ढ़ेर",7
"कक्कड़",7
"ढाक",7
"संथालों",7
"संपत",7
"ढुलमुल",7
"कच्‍चे",7
"संपादित",7
"संपूर्णता",7
"अभावों",7
"कछुआ",7
"संबैया",7
"संभलपुर",7
"संभागीय",7
"तंदूर",7
"संयत्रों",7
"संयोगवश",7
"कटना",7
"तकनीकें",7
"कटलरी",7
"संवादहीनता",7
"संवार",7
"तकलीफें",7
"संवेदनहीन",7
"तक़रीर",7
"संस्करणों",7
"तख़्तापलट",7
"तख्ते",7
"संस्‍थान",7
"सकरी",7
"तडवी",7
"कटेंगे",7
"कटेगरी",7
"1911",7
"सक्सेज",7
"तत्वप्रिया",7
"कटोरे",7
"सगा",7
"सच्चिदानंद",7
"तदर्थ",7
"सजाकर",7
"तनावग्रस्त",7
"कट्टे",7
"33,999",7
"तन्ख़्वाह",7
"सड़के",7
"अभिलेखों",7
"कड़क",7
"सताता",7
"सत्तारूढ",7
"सत्ताधारियों",7
"सत्यवान",7
"chandraau",7
"chandrayaan-1",7
"कड़ियों",7
"सदगुरु",7
"कडोदरा",7
"सदस्‍यों",7
"तमाड़",7
"check",7
"सपोर्ट्स",7
"सफलतम",7
"तराशे",7
"सफ़ाया",7
"सफे़द",7
"सब-डिविजनल",7
"तर्क-वितर्क",7
"कदम-कदम",7
"334",7
"सबसिडरी",7
"सबीना",7
"सब्ज़ियों",7
"सब्ज़ियां",7
"सब्बीर",7
"समग्रता",7
"समझाता",7
"कनेक्शन्स",7
"समझाने-बुझाने",7
"समझो",7
"तहते",7
"अमर्यादित",7
"समाजशास्त्री",7
"तांती",7
"कन्फ्यूज़न",7
"समायरा",7
"समीरात्मज",7
"समुद्रगुप्त",7
"ताजियादारी",7
"ताजे",7
"सम्बद्ध",7
"तादात",7
"सम्माननीय",7
"सम्मत",7
"सय्यद",7
"सरकर",7
"सरका",7
"सरक",7
"कपूरथला",7
"सरक्रीक",7
"सरगुन",7
"सरथाना",7
"सराबोर",7
"cmo",7
"सर्कल्स",7
"सर्कुलेट",7
"सलमा",7
"कब्रगाह",7
"coai",7
"तिगाड़े",7
"सवारियों",7
"तिरुनेलवेली",7
"कमंडल",7
"commission",7
"सह-संबंध",7
"तिलकरत्ने",7
"अमेडमेंट",7
"तिलमिला",7
"सहरी",7
"सहरावत",7
"सहसा",7
"कमरुल",7
"conclave",7
"कमलथल",7
"सहूलियतें",7
"सहेलियों",7
"कमलाबाई",7
"कमलापति",7
"तुकबंदी",7
"सांवली",7
"सांविधानिक",7
"अम्पायर",7
"सांसदी",7
"तुबिद",7
"साइकोलॉजी",7
"साइक्लोन",7
"साइज़",7
"साइलेंसर",7
"साउंडबार",7
"साओ",7
"अम्मी",7
"अम्रुतभाई",7
"साकोली",7
"अम्मिनी",7
"तूफानों",7
"साजिशें",7
"अम्लीय",7
"साठे",7
"साढे",7
"सात्विक",7
"तेजराम",7
"साथियो",7
"तेजिंदर",7
"तेजा",7
"कमेटियां",7
"1929",7
"अय्यूब",7
"सामंतवादी",7
"सामाजिक-सांस्कृतिक",7
"कम्पनियाँ",7
"35-40",7
"सारथी",7
"तैराकों",7
"साल-दर-साल",7
"तोड",7
"तोगड़िया",7
"सावन",7
"साशा",7
"तोडफ़ोड़",7
"साहूकारों",7
"तोला",7
"अरविंदो",7
"तोहफ़े",7
"तौर-तरीक़ों",7
"तौलने",7
"सिकंदराबाद",7
"सिएटल",7
"त्याक्शी",7
"तौहीन",7
"तौहीद",7
"सिक्योरिटीज",7
"सिखाएगी",7
"सिटिज़न्स",7
"सिटिज़ंस",7
"ddca",7
"सिताबदियारा",7
"करनूल",7
"सिद्धार्थनाथ",7
"सिनर्जी",7
"त्रैमासिक",7
"decemer",7
"सिमोना",7
"थकी",7
"सिया",7
"थपेड़े",7
"सियायत",7
"सिराज-उल-हक़",7
"थमे",7
"सिलहट",7
"थर्मोडाइनैमिक्स",7
"सिल्वरवुड",7
"सिह",7
"सिहर",7
"सीआई",7
"थावाणी",7
"सीएमएस",7
"थारा",7
"सीएसके",7
"थिंकटैंक",7
"0.04",7
"सीखकर",7
"थिसारा",7
"सीज़र",7
"सीजीआई",7
"सीटीडी",7
"थेरेपिस्ट",7
"सीधा-सीधा",7
"सीपीटी",7
"सीपीएल",7
"थोड़ी-थोड़ी",7
"थोड़ा-बहुत",7
"करिअर",7
"सीसीएस",7
"सुंदरराज",7
"सीढ़ी",7
"दंडनीय",7
"दंडकारण्य",7
"सुखमय",7
"सुखाने",7
"दंडाधिकारी",7
"दंबग",7
"सुचित्रा",7
"सुजय",7
"दंपतियों",7
"सुझा",7
"सुथरा",7
"करुण",7
"दक्षिणपूर्व",7
"करुंगा",7
"सुदीप्ता",7
"दक्षिणी-पश्चिमी",7
"दग्गुबती",7
"करूणारत्ने",7
"1.54",7
"सुनीं",7
"सुनेंगे।",7
"अर्धसैन्य",7
"सुपरनैचुरल",7
"12.1",7
"सुपरफास्ट",7
"3600",7
"दबोचने",7
"सुब्रहमण्यम",7
"सुभाश्री",7
"दमन-दीव",7
"dtrack",7
"सुरेखा",7
"सुलतान",7
"दरबारा",7
"सुल्तानगंज",7
"दरबारी",7
"सुविधानुसार",7
"सुसज्जित",7
"दराज़",7
"सुसाइराज",7
"सुहेलदेव",7
"सुहैल",7
"1943",7
"सूपड़ा",7
"सूरदास",7
"दर्शन-पूजन",7
"कर्बर",7
"सेंचुरियन",7
"दलवीर",7
"1944",7
"सेंसेक्स-निफ्टी",7
"कर्मों",7
"1.55",7
"सेक्टर-49",7
"सेक्टर-62",7
"कलई",7
"सेटटॉप",7
"दशाश्वमेध",7
"दस-दस",7
"अलवी",7
"कलस्टर",7
"सेलफोन",7
"सेलुलर",7
"दस्तावेज़ों",7
"सेवारत",7
"दहेज-प्रथा",7
"सैंक्शन",7
"कलाल",7
"सैंडी",7
"कलीमुद्दीन",7
"दाख़िले",7
"सैक्सी",7
"सैनन",7
"दागदार",7
"सैन्यकर्मी",7
"सैफरन",7
"सैफई",7
"कलेवर",7
"सैल्स",7
"सॉफ्ट-लैंडिंग",7
"सॉल्व",7
"कल्ट",7
"सॉसेज",7
"सोखते",7
"374",7
"कल्बे",7
"सोचा।",7
"अलीमुद्दीन",7
"कल्याणपुर",7
"सोनितपुर",7
"सोनेलाल",7
"दालचीनी",7
"अलोला",7
"सोहराबुद्दीन",7
"दिक़्क़तों",7
"अल्जीरिया",7
"अल्जारी",7
"सौंपेगी",7
"कसक",7
"कसबा",7
"स्काईलाइट",7
"स्काल्प",7
"स्कूलिंग",7
"अल्ट्रानॉट्स",7
"स्कूल्स",7
"स्कैनिंग",7
"स्कोप",7
"स्क्रब",7
"378",7
"स्क्रैप",7
"et",7
"स्टंपिंग",7
"स्टम्पिंग",7
"दिघी",7
"eur",7
"स्टीरियो",7
"स्टैंडर्ड्स",7
"स्टैचू",7
"सिजेरियन",7
"अल्मोड़ा",7
"स्ट्रेचर",7
"स्ट्रेच",7
"स्ट्रॉ",7
"कहा,‘हम",7
"स्ट्रॉस",7
"दिलायी।",7
"दिलावर",7
"अल्‍ताफ",7
"express",7
"स्पंदना",7
"स्पिरिट",7
"अवतरित",7
"स्पीकिंग",7
"स्पेससूट",7
"स्प्लेंडर",7
"स्याना",7
"स्लॉग",7
"क़ब्रगाह",7
"383",7
"385",7
"अवयव",7
"दीवानों",7
"दुकाती",7
"दुखड़ा",7
"दुखदायी",7
"स्‍वामी",7
"स्‍वीकार",7
"स्‍वास्‍थ्‍य",7
"क़ाबिज़",7
"हंसता",7
"हंसमुख",7
"दुर्गति",7
"दुर्गाष्टमी",7
"क़िताब",7
"दुर्दांत",7
"क़िस्मों",7
"हटाएगा",7
"दुल्हे",7
"दुष्परिणाम",7
"क़ुर्बानी",7
"दुष्प्रभावों",7
"दुस्साहसी",7
"120hz",7
"कांउसिल",7
"39,000",7
"हनोई",7
"हबीबी",7
"दूर-दराज़",7
"हमज़ा",7
"हमाद",7
"कांग्रेस-ncp",7
"कांग्रेस-बीजेपी",7
"हम्माद",7
"कांग्रेस-जदएस",7
"हरण",7
"हरा-भरा",7
"अवेयरनेस",7
"हरियाणा-पंजाब",7
"हरीम",7
"कांति",7
"देखिए।",7
"हलकान",7
"हर्षोल्लास",7
"देखूं",7
"देखूंगा",7
"देखी।",7
"हल्कों",7
"कांपते",7
"अव्यावहारिक",7
"देनदारियां",7
"हसरत",7
"कांसे",7
"हस्ताक्षरों",7
"काउंटडाउन",7
"देवती",7
"देवत्व",7
"अशिक्षा",7
"हाईअलर्ट",7
"हाईजैक",7
"काउच",7
"हाईस्पीड",7
"काओ",7
"हाउसों",7
"हाजत",7
"हाज़िर",7
"अशोकनगर",7
"हाज़िरी",7
"देवाशीष",7
"हायरिंग",7
"देवों",7
"हारती",7
"देश-एक",7
"हार्टमैन",7
"हार्ड-लैंडिंग",7
"हार्निया",7
"देशभक्तों",7
"हार्लेम",7
"देशरत्न",7
"हाल-फिलहाल",7
"हालां‎कि",7
"काजमी",7
"हावेरी",7
"हाज़र",7
"असंतुलित",7
"हिंदूराव",7
"हिन्दुस्तानी",7
"थानेसर",7
"हिन्दोस्तान",7
"दोषपूर्ण",7
"असंवेदनशीलता",7
"दोस्तो",7
"3:30",7
"हिलाया",7
"दोहराव",7
"दौड़ाएं",7
"हील",7
"असमः",7
"द्वंद्व",7
"द्वापर",7
"सीईओज",7
"द्वितीया",7
"कामचलाऊ",7
"द्वेषपूर्ण",7
"हेजिबीस",7
"धंसने",7
"धकेलना",7
"हेडर",7
"धड़",7
"हेमिल्टन",7
"कामबंदी",7
"हेयरकट",7
"हेल्पर",7
"glass",7
"1.60",7
"हैकाथॉन",7
"हैनले",7
"हैमर",7
"gmail",7
"हैव",7
"धमेंद्र",7
"हॉन्टेड",7
"हॉन्ग-कॉन्ग",7
"हॉर्मूज",7
"धर्मजीत",7
"धर्मपुरी",7
